i,t,n,b,CPF
22,1,2,1,0.375
22,1,2,2,0.198
22,1,2,3,0.536
22,1,2,4,0.404
22,2,1,1,0.209
22,2,1,2,0.172
22,2,1,3,0.591
22,2,1,4,0.685
22,2,2,1,0.187
22,2,2,2,0.144
22,2,2,3,0.117
22,2,2,4,0.642
23,1,1,1,0.744
23,1,1,2,0.559
23,1,1,3,0.640
23,1,1,4,0.383
23,1,2,1,0.465
23,1,2,2,0.295
23,1,2,3,0.468
23,1,2,4,0.350
23,2,1,1,0.741
23,2,1,2,0.408
23,2,1,3,0.788
23,2,1,4,0.365
23,2,2,1,0.380
23,2,2,2,0.488
23,2,2,3,0.163
23,2,2,4,0.273
24,1,1,1,0.386
24,1,1,2,0.244
24,1,1,3,0.693
24,1,1,4,0.698
24,1,2,1,0.640
24,1,2,2,0.793
24,1,2,3,0.727
24,1,2,4,0.113
24,2,1,1,0.341
24,2,1,2,0.332
24,2,1,3,0.212
24,2,1,4,0.550
24,2,2,1,0.352
24,2,2,2,0.414
24,2,2,3,0.395
24,2,2,4,0.166
25,1,1,1,0.357
25,1,1,2,0.119
25,1,1,3,0.294
25,1,1,4,0.371
25,1,2,1,0.706
25,1,2,2,0.353
25,1,2,3,0.564
25,1,2,4,0.355
25,2,1,1,0.561
25,2,1,2,0.164
25,2,1,3,0.103
25,2,1,4,0.788
25,2,2,1,0.385
25,2,2,2,0.737
25,2,2,3,0.518
25,2,2,4,0.387
26,1,1,1,0.525
26,1,1,2,0.471
26,1,1,3,0.554
26,1,1,4,0.233
26,1,2,1,0.523
26,1,2,2,0.737
26,1,2,3,0.332
26,1,2,4,0.119
26,2,1,1,0.537
26,2,1,2,0.590
26,2,1,3,0.174
26,2,1,4,0.509
26,2,2,1,0.457
26,2,2,2,0.189
26,2,2,3,0.400
26,2,2,4,0.720
27,1,1,1,0.582
27,1,1,2,0.621
27,1,1,3,0.445
27,1,1,4,0.710
27,1,2,1,0.785
27,1,2,2,0.445
27,1,2,3,0.724
27,1,2,4,0.503
27,2,1,1,0.167
27,2,1,2,0.527
27,2,1,3,0.560
27,2,1,4,0.459
27,2,2,1,0.572
27,2,2,2,0.107
27,2,2,3,0.573
27,2,2,4,0.680
28,1,1,1,0.232
28,1,1,2,0.485
28,1,1,3,0.352
28,1,1,4,0.365
28,1,2,1,0.267
28,1,2,2,0.264
28,1,2,3,0.249
28,1,2,4,0.337
28,2,1,1,0.275
28,2,1,2,0.532
28,2,1,3,0.681
28,2,1,4,0.404
28,2,2,1,0.558
28,2,2,2,0.446
28,2,2,3,0.520
28,2,2,4,0.513
29,1,1,1,0.351
29,1,1,2,0.643
29,1,1,3,0.190
29,1,1,4,0.230
29,1,2,1,0.188
29,1,2,2,0.782
29,1,2,3,0.178
29,1,2,4,0.318
29,2,1,1,0.608
29,2,1,2,0.452
29,2,1,3,0.477
29,2,1,4,0.443
29,2,2,1,0.146
29,2,2,2,0.637
29,2,2,3,0.786
29,2,2,4,0.366
30,1,1,1,0.299
30,1,1,2,0.341
30,1,1,3,0.157
30,1,1,4,0.697
30,1,2,1,0.717
30,1,2,2,0.361
30,1,2,3,0.755
30,1,2,4,0.785
30,2,1,1,0.215
30,2,1,2,0.697
30,2,1,3,0.596
30,2,1,4,0.382
30,2,2,1,0.759
30,2,2,2,0.194
30,2,2,3,0.276
30,2,2,4,0.407
31,1,1,1,0.383
31,1,1,2,0.514
31,1,1,3,0.102
31,1,1,4,0.274
31,1,2,1,0.627
31,1,2,2,0.280
31,1,2,3,0.664
31,1,2,4,0.250
31,2,1,1,0.665
31,2,1,2,0.512
31,2,1,3,0.223
31,2,1,4,0.195
31,2,2,1,0.161
31,2,2,2,0.195
31,2,2,3,0.245
31,2,2,4,0.256
32,1,1,1,0.641
32,1,1,2,0.261
32,1,1,3,0.530
32,1,1,4,0.190
32,1,2,1,0.251
32,1,2,2,0.147
32,1,2,3,0.304
32,1,2,4,0.190
32,2,1,1,0.159
32,2,1,2,0.297
32,2,1,3,0.617
32,2,1,4,0.376
32,2,2,1,0.726
32,2,2,2,0.608
32,2,2,3,0.544
32,2,2,4,0.537
33,1,1,1,0.300
33,1,1,2,0.408
33,1,1,3,0.159
33,1,1,4,0.319
33,1,2,1,0.574
33,1,2,2,0.578
33,1,2,3,0.166
33,1,2,4,0.507
33,2,1,1,0.350
33,2,1,2,0.302
33,2,1,3,0.229
33,2,1,4,0.479
33,2,2,1,0.623
33,2,2,2,0.114
33,2,2,3,0.243
33,2,2,4,0.470
34,1,1,1,0.222
34,1,1,2,0.410
34,1,1,3,0.643
34,1,1,4,0.490
34,1,2,1,0.343
34,1,2,2,0.455
34,1,2,3,0.602
34,1,2,4,0.257
34,2,1,1,0.301
34,2,1,2,0.494
34,2,1,3,0.202
34,2,1,4,0.683
34,2,2,1,0.652
34,2,2,2,0.455
34,2,2,3,0.281
34,2,2,4,0.390
35,1,1,1,0.377
35,1,1,2,0.371
35,1,1,3,0.594
35,1,1,4,0.675
35,1,2,1,0.124
35,1,2,2,0.133
35,1,2,3,0.427
35,1,2,4,0.602
35,2,1,1,0.788
35,2,1,2,0.533
35,2,1,3,0.337
35,2,1,4,0.361
35,2,2,1,0.289
35,2,2,2,0.632
35,2,2,3,0.734
35,2,2,4,0.441
36,1,1,1,0.211
36,1,1,2,0.443
36,1,1,3,0.315
36,1,1,4,0.575
36,1,2,1,0.424
36,1,2,2,0.151
36,1,2,3,0.336
36,1,2,4,0.682
36,2,1,1,0.715
36,2,1,2,0.253
36,2,1,3,0.140
36,2,1,4,0.665
36,2,2,1,0.206
36,2,2,2,0.611
36,2,2,3,0.773
36,2,2,4,0.382
37,1,1,1,0.587
37,1,1,2,0.500
37,1,1,3,0.620
37,1,1,4,0.138
37,1,2,1,0.157
37,1,2,2,0.167
37,1,2,3,0.782
37,1,2,4,0.285
37,2,1,1,0.577
37,2,1,2,0.657
37,2,1,3,0.442
37,2,1,4,0.713
37,2,2,1,0.491
37,2,2,2,0.622
37,2,2,3,0.704
37,2,2,4,0.169
38,1,1,1,0.158
38,1,1,2,0.287
38,1,1,3,0.147
38,1,1,4,0.501
38,1,2,1,0.781
38,1,2,2,0.532
38,1,2,3,0.749
38,1,2,4,0.746
38,2,1,1,0.778
38,2,1,2,0.374
38,2,1,3,0.465
38,2,1,4,0.363
38,2,2,1,0.375
38,2,2,2,0.263
38,2,2,3,0.597
38,2,2,4,0.721
39,1,1,1,0.544
39,1,1,2,0.387
39,1,1,3,0.643
39,1,1,4,0.593
39,1,2,1,0.105
39,1,2,2,0.523
39,1,2,3,0.298
39,1,2,4,0.174
39,2,1,1,0.267
39,2,1,2,0.132
39,2,1,3,0.354
39,2,1,4,0.504
39,2,2,1,0.567
39,2,2,2,0.666
39,2,2,3,0.725
39,2,2,4,0.435
40,1,1,1,0.742
40,1,1,2,0.192
40,1,1,3,0.230
40,1,1,4,0.237
40,1,2,1,0.223
40,1,2,2,0.144
40,1,2,3,0.423
40,1,2,4,0.527
40,2,1,1,0.559
40,2,1,2,0.248
40,2,1,3,0.369
40,2,1,4,0.199
40,2,2,1,0.671
40,2,2,2,0.142
40,2,2,3,0.197
40,2,2,4,0.283
41,1,1,1,0.363
41,1,1,2,0.679
41,1,1,3,0.305
41,1,1,4,0.648
41,1,2,1,0.780
41,1,2,2,0.767
41,1,2,3,0.541
41,1,2,4,0.644
41,2,1,1,0.241
41,2,1,2,0.395
41,2,1,3,0.445
41,2,1,4,0.790
41,2,2,1,0.139
41,2,2,2,0.515
41,2,2,3,0.462
41,2,2,4,0.110
42,1,1,1,0.261
42,1,1,2,0.701
42,1,1,3,0.727
42,1,1,4,0.320
42,1,2,1,0.669
42,1,2,2,0.485
42,1,2,3,0.211
42,1,2,4,0.437
42,2,1,1,0.632
42,2,1,2,0.523
42,2,1,3,0.700
42,2,1,4,0.517
42,2,2,1,0.223
42,2,2,2,0.105
42,2,2,3,0.319
42,2,2,4,0.539
43,1,1,1,0.386
43,1,1,2,0.609
43,1,1,3,0.310
43,1,1,4,0.753
43,1,2,1,0.269
43,1,2,2,0.150
43,1,2,3,0.634
43,1,2,4,0.192
43,2,1,1,0.159
43,2,1,2,0.746
43,2,1,3,0.784
43,2,1,4,0.527
43,2,2,1,0.479
43,2,2,2,0.552
43,2,2,3,0.565
43,2,2,4,0.761
44,1,1,1,0.742
44,1,1,2,0.315
44,1,1,3,0.547
44,1,1,4,0.471
44,1,2,1,0.597
44,1,2,2,0.516
44,1,2,3,0.787
44,1,2,4,0.669
44,2,1,1,0.498
44,2,1,2,0.320
44,2,1,3,0.146
44,2,1,4,0.686
44,2,2,1,0.139
44,2,2,2,0.178
44,2,2,3,0.250
44,2,2,4,0.668
45,1,1,1,0.730
45,1,1,2,0.675
45,1,1,3,0.739
45,1,1,4,0.140
45,1,2,1,0.655
45,1,2,2,0.365
45,1,2,3,0.181
45,1,2,4,0.589
45,2,1,1,0.128
45,2,1,2,0.338
45,2,1,3,0.234
45,2,1,4,0.647
45,2,2,1,0.449
45,2,2,2,0.139
45,2,2,3,0.673
45,2,2,4,0.408
46,1,1,1,0.434
46,1,1,2,0.476
46,1,1,3,0.624
46,1,1,4,0.572
46,1,2,1,0.552
46,1,2,2,0.105
46,1,2,3,0.197
46,1,2,4,0.405
46,2,1,1,0.526
46,2,1,2,0.542
46,2,1,3,0.558
46,2,1,4,0.329
46,2,2,1,0.395
46,2,2,2,0.524
46,2,2,3,0.645
46,2,2,4,0.478
47,1,1,1,0.547
47,1,1,2,0.334
47,1,1,3,0.359
47,1,1,4,0.186
47,1,2,1,0.734
47,1,2,2,0.245
47,1,2,3,0.591
47,1,2,4,0.206
47,2,1,1,0.464
47,2,1,2,0.436
47,2,1,3,0.502
47,2,1,4,0.268
47,2,2,1,0.729
47,2,2,2,0.658
47,2,2,3,0.496
47,2,2,4,0.780
48,1,1,1,0.724
48,1,1,2,0.213
48,1,1,3,0.650
48,1,1,4,0.152
48,1,2,1,0.332
48,1,2,2,0.421
48,1,2,3,0.614
48,1,2,4,0.743
48,2,1,1,0.700
48,2,1,2,0.539
48,2,1,3,0.527
48,2,1,4,0.593
48,2,2,1,0.535
48,2,2,2,0.726
48,2,2,3,0.669
48,2,2,4,0.534
49,1,1,1,0.501
49,1,1,2,0.185
49,1,1,3,0.428
49,1,1,4,0.266
49,1,2,1,0.568
49,1,2,2,0.751
49,1,2,3,0.783
49,1,2,4,0.409
49,2,1,1,0.297
49,2,1,2,0.390
49,2,1,3,0.564
49,2,1,4,0.344
49,2,2,1,0.254
49,2,2,2,0.440
49,2,2,3,0.419
49,2,2,4,0.123
50,1,1,1,0.200
50,1,1,2,0.341
50,1,1,3,0.266
50,1,1,4,0.577
50,1,2,1,0.321
50,1,2,2,0.307
50,1,2,3,0.258
50,1,2,4,0.555
50,2,1,1,0.790
50,2,1,2,0.339
50,2,1,3,0.688
50,2,1,4,0.344
50,2,2,1,0.142
50,2,2,2,0.624
50,2,2,3,0.147
50,2,2,4,0.319
51,1,1,1,0.420
51,1,1,2,0.301
51,1,1,3,0.641
51,1,1,4,0.552
51,1,2,1,0.596
51,1,2,2,0.743
51,1,2,3,0.679
51,1,2,4,0.439
51,2,1,1,0.737
51,2,1,2,0.116
51,2,1,3,0.117
51,2,1,4,0.588
51,2,2,1,0.390
51,2,2,2,0.640
51,2,2,3,0.779
51,2,2,4,0.470
52,1,1,1,0.428
52,1,1,2,0.718
52,1,1,3,0.291
52,1,1,4,0.124
52,1,2,1,0.199
52,1,2,2,0.492
52,1,2,3,0.600
52,1,2,4,0.247
52,2,1,1,0.785
52,2,1,2,0.224
52,2,1,3,0.618
52,2,1,4,0.498
52,2,2,1,0.233
52,2,2,2,0.525
52,2,2,3,0.551
52,2,2,4,0.685
53,1,1,1,0.315
53,1,1,2,0.319
53,1,1,3,0.709
53,1,1,4,0.435
53,1,2,1,0.591
53,1,2,2,0.419
53,1,2,3,0.348
53,1,2,4,0.172
53,2,1,1,0.197
53,2,1,2,0.313
53,2,1,3,0.241
53,2,1,4,0.718
53,2,2,1,0.530
53,2,2,2,0.290
53,2,2,3,0.534
53,2,2,4,0.266
54,1,1,1,0.265
54,1,1,2,0.791
54,1,1,3,0.753
54,1,1,4,0.571
54,1,2,1,0.414
54,1,2,2,0.789
54,1,2,3,0.120
54,1,2,4,0.285
54,2,1,1,0.645
54,2,1,2,0.611
54,2,1,3,0.146
54,2,1,4,0.338
54,2,2,1,0.586
54,2,2,2,0.120
54,2,2,3,0.163
54,2,2,4,0.627
55,1,1,1,0.456
55,1,1,2,0.762
55,1,1,3,0.276
55,1,1,4,0.149
55,1,2,1,0.135
55,1,2,2,0.227
55,1,2,3,0.257
55,1,2,4,0.528
55,2,1,1,0.328
55,2,1,2,0.214
55,2,1,3,0.135
55,2,1,4,0.230
55,2,2,1,0.200
55,2,2,2,0.670
55,2,2,3,0.344
55,2,2,4,0.674
56,1,1,1,0.476
56,1,1,2,0.131
56,1,1,3,0.422
56,1,1,4,0.354
56,1,2,1,0.336
56,1,2,2,0.436
56,1,2,3,0.245
56,1,2,4,0.787
56,2,1,1,0.786
56,2,1,2,0.705
56,2,1,3,0.153
56,2,1,4,0.235
56,2,2,1,0.119
56,2,2,2,0.462
56,2,2,3,0.204
56,2,2,4,0.359
57,1,1,1,0.328
57,1,1,2,0.716
57,1,1,3,0.689
57,1,1,4,0.347
57,1,2,1,0.638
57,1,2,2,0.351
57,1,2,3,0.302
57,1,2,4,0.394
57,2,1,1,0.359
57,2,1,2,0.265
57,2,1,3,0.172
57,2,1,4,0.313
57,2,2,1,0.667
57,2,2,2,0.593
57,2,2,3,0.151
57,2,2,4,0.379
58,1,1,1,0.676
58,1,1,2,0.198
58,1,1,3,0.531
58,1,1,4,0.366
58,1,2,1,0.213
58,1,2,2,0.415
58,1,2,3,0.705
58,1,2,4,0.282
58,2,1,1,0.549
58,2,1,2,0.253
58,2,1,3,0.241
58,2,1,4,0.206
58,2,2,1,0.296
58,2,2,2,0.577
58,2,2,3,0.560
58,2,2,4,0.654
59,1,1,1,0.502
59,1,1,2,0.611
59,1,1,3,0.382
59,1,1,4,0.483
59,1,2,1,0.140
59,1,2,2,0.112
59,1,2,3,0.316
59,1,2,4,0.198
59,2,1,1,0.294
59,2,1,2,0.369
59,2,1,3,0.189
59,2,1,4,0.270
59,2,2,1,0.687
59,2,2,2,0.652
59,2,2,3,0.284
59,2,2,4,0.172
60,1,1,1,0.695
60,1,1,2,0.767
60,1,1,3,0.588
60,1,1,4,0.626
60,1,2,1,0.403
60,1,2,2,0.718
60,1,2,3,0.301
60,1,2,4,0.789
60,2,1,1,0.463
60,2,1,2,0.350
60,2,1,3,0.548
60,2,1,4,0.233
60,2,2,1,0.454
60,2,2,2,0.185
60,2,2,3,0.453
60,2,2,4,0.252
61,1,1,1,0.344
61,1,1,2,0.466
61,1,1,3,0.626
61,1,1,4,0.167
61,1,2,1,0.592
61,1,2,2,0.210
61,1,2,3,0.623
61,1,2,4,0.399
61,2,1,1,0.489
61,2,1,2,0.485
61,2,1,3,0.744
61,2,1,4,0.729
61,2,2,1,0.483
61,2,2,2,0.335
61,2,2,3,0.743
61,2,2,4,0.769
62,1,1,1,0.149
62,1,1,2,0.526
62,1,1,3,0.392
62,1,1,4,0.655
62,1,2,1,0.200
62,1,2,2,0.613
62,1,2,3,0.720
62,1,2,4,0.687
62,2,1,1,0.596
62,2,1,2,0.113
62,2,1,3,0.231
62,2,1,4,0.713
62,2,2,1,0.300
62,2,2,2,0.318
62,2,2,3,0.170
62,2,2,4,0.436
63,1,1,1,0.630
63,1,1,2,0.630
63,1,1,3,0.198
63,1,1,4,0.225
63,1,2,1,0.280
63,1,2,2,0.445
63,1,2,3,0.302
63,1,2,4,0.697
63,2,1,1,0.615
63,2,1,2,0.140
63,2,1,3,0.254
63,2,1,4,0.516
63,2,2,1,0.428
63,2,2,2,0.162
63,2,2,3,0.490
63,2,2,4,0.607
64,1,1,1,0.159
64,1,1,2,0.649
64,1,1,3,0.397
64,1,1,4,0.431
64,1,2,1,0.326
64,1,2,2,0.723
64,1,2,3,0.375
64,1,2,4,0.464
64,2,1,1,0.167
64,2,1,2,0.287
64,2,1,3,0.155
64,2,1,4,0.174
64,2,2,1,0.524
64,2,2,2,0.352
64,2,2,3,0.344
64,2,2,4,0.241
65,1,1,1,0.759
65,1,1,2,0.726
65,1,1,3,0.697
65,1,1,4,0.194
65,1,2,1,0.323
65,1,2,2,0.486
65,1,2,3,0.615
65,1,2,4,0.551
65,2,1,1,0.252
65,2,1,2,0.279
65,2,1,3,0.309
65,2,1,4,0.158
65,2,2,1,0.712
65,2,2,2,0.418
65,2,2,3,0.125
65,2,2,4,0.335
66,1,1,1,0.522
66,1,1,2,0.668
66,1,1,3,0.650
66,1,1,4,0.180
66,1,2,1,0.330
66,1,2,2,0.679
66,1,2,3,0.491
66,1,2,4,0.585
66,2,1,1,0.573
66,2,1,2,0.169
66,2,1,3,0.373
66,2,1,4,0.464
66,2,2,1,0.104
66,2,2,2,0.466
66,2,2,3,0.420
66,2,2,4,0.113
67,1,1,1,0.282
67,1,1,2,0.673
67,1,1,3,0.486
67,1,1,4,0.614
67,1,2,1,0.420
67,1,2,2,0.737
67,1,2,3,0.769
67,1,2,4,0.596
67,2,1,1,0.466
67,2,1,2,0.571
67,2,1,3,0.442
67,2,1,4,0.543
67,2,2,1,0.328
67,2,2,2,0.546
67,2,2,3,0.226
67,2,2,4,0.130
68,1,1,1,0.609
68,1,1,2,0.312
68,1,1,3,0.501
68,1,1,4,0.699
68,1,2,1,0.264
68,1,2,2,0.672
68,1,2,3,0.489
68,1,2,4,0.470
68,2,1,1,0.441
68,2,1,2,0.164
68,2,1,3,0.222
68,2,1,4,0.496
68,2,2,1,0.555
68,2,2,2,0.400
68,2,2,3,0.438
68,2,2,4,0.579
69,1,1,1,0.592
69,1,1,2,0.407
69,1,1,3,0.265
69,1,1,4,0.330
69,1,2,1,0.465
69,1,2,2,0.191
69,1,2,3,0.286
69,1,2,4,0.621
69,2,1,1,0.164
69,2,1,2,0.269
69,2,1,3,0.743
69,2,1,4,0.387
69,2,2,1,0.507
69,2,2,2,0.313
69,2,2,3,0.185
69,2,2,4,0.689
70,1,1,1,0.611
70,1,1,2,0.431
70,1,1,3,0.666
70,1,1,4,0.785
70,1,2,1,0.370
70,1,2,2,0.705
70,1,2,3,0.314
70,1,2,4,0.305
70,2,1,1,0.345
70,2,1,2,0.665
70,2,1,3,0.727
70,2,1,4,0.197
70,2,2,1,0.595
70,2,2,2,0.202
70,2,2,3,0.716
70,2,2,4,0.727
71,1,1,1,0.196
71,1,1,2,0.594
71,1,1,3,0.334
71,1,1,4,0.778
71,1,2,1,0.218
71,1,2,2,0.680
71,1,2,3,0.173
71,1,2,4,0.654
71,2,1,1,0.781
71,2,1,2,0.633
71,2,1,3,0.415
71,2,1,4,0.533
71,2,2,1,0.431
71,2,2,2,0.418
71,2,2,3,0.436
71,2,2,4,0.588
72,1,1,1,0.446
72,1,1,2,0.289
72,1,1,3,0.335
72,1,1,4,0.328
72,1,2,1,0.591
72,1,2,2,0.410
72,1,2,3,0.562
72,1,2,4,0.614
72,2,1,1,0.781
72,2,1,2,0.158
72,2,1,3,0.354
72,2,1,4,0.102
72,2,2,1,0.616
72,2,2,2,0.364
72,2,2,3,0.362
72,2,2,4,0.429
73,1,1,1,0.442
73,1,1,2,0.380
73,1,1,3,0.384
73,1,1,4,0.483
73,1,2,1,0.235
73,1,2,2,0.771
73,1,2,3,0.313
73,1,2,4,0.704
73,2,1,1,0.789
73,2,1,2,0.353
73,2,1,3,0.380
73,2,1,4,0.723
