i,k,t,n,sc,sc_gen
3,ng,1,2,18,1
3,ng,1,2,19,1
3,ng,1,2,20,1
3,ng,1,2,21,1
3,ng,1,2,22,1
3,ng,1,2,23,1
3,ng,1,2,24,1
3,ng,1,2,25,1
3,ng,1,2,26,1
3,ng,1,2,27,1
3,ng,1,2,28,1
3,ng,1,2,29,1
3,ng,1,2,30,1
3,ng,1,2,31,1
3,ng,1,2,32,1
3,ng,2,1,0,1
3,ng,2,1,1,1
3,ng,2,1,2,1
3,ng,2,1,3,1
3,ng,2,1,4,1
3,ng,2,1,5,1
3,ng,2,1,6,1
3,ng,2,1,7,1
3,ng,2,1,8,1
3,ng,2,1,9,1
3,ng,2,1,10,1
3,ng,2,1,11,1
3,ng,2,1,12,1
3,ng,2,1,13,1
3,ng,2,1,14,1
3,ng,2,1,15,1
3,ng,2,1,16,1
3,ng,2,1,17,1
3,ng,2,1,18,1
3,ng,2,1,19,1
3,ng,2,1,20,1
3,ng,2,1,21,1
3,ng,2,1,22,1
3,ng,2,1,23,1
3,ng,2,1,24,1
3,ng,2,1,25,1
3,ng,2,1,26,1
3,ng,2,1,27,1
3,ng,2,1,28,1
3,ng,2,1,29,1
3,ng,2,1,30,1
3,ng,2,1,31,1
3,ng,2,1,32,1
3,ng,2,2,0,1
3,ng,2,2,1,1
3,ng,2,2,2,1
3,ng,2,2,3,1
3,ng,2,2,4,1
3,ng,2,2,5,1
3,ng,2,2,6,1
3,ng,2,2,7,1
3,ng,2,2,8,1
3,ng,2,2,9,1
3,ng,2,2,10,1
3,ng,2,2,11,1
3,ng,2,2,12,1
3,ng,2,2,13,1
3,ng,2,2,14,1
3,ng,2,2,15,1
3,ng,2,2,16,1
3,ng,2,2,17,1
3,ng,2,2,18,1
3,ng,2,2,19,1
3,ng,2,2,20,1
3,ng,2,2,21,1
3,ng,2,2,22,1
3,ng,2,2,23,1
3,ng,2,2,24,1
3,ng,2,2,25,1
3,ng,2,2,26,1
3,ng,2,2,27,1
3,ng,2,2,28,1
3,ng,2,2,29,1
3,ng,2,2,30,1
3,ng,2,2,31,1
3,ng,2,2,32,1
4,ng,1,1,0,1
4,ng,1,1,1,1
4,ng,1,1,2,1
4,ng,1,1,3,1
4,ng,1,1,4,1
4,ng,1,1,5,1
4,ng,1,1,6,1
4,ng,1,1,7,1
4,ng,1,1,8,1
4,ng,1,1,9,1
4,ng,1,1,10,1
4,ng,1,1,11,1
4,ng,1,1,12,1
4,ng,1,1,13,1
4,ng,1,1,14,1
4,ng,1,1,15,1
4,ng,1,1,16,1
4,ng,1,1,17,1
4,ng,1,1,18,1
4,ng,1,1,19,1
4,ng,1,1,20,1
4,ng,1,1,21,1
4,ng,1,1,22,1
4,ng,1,1,23,1
4,ng,1,1,24,1
4,ng,1,1,25,1
4,ng,1,1,26,1
4,ng,1,1,27,1
4,ng,1,1,28,1
4,ng,1,1,29,1
4,ng,1,1,30,1
4,ng,1,1,31,1
4,ng,1,1,32,1
4,ng,1,2,0,1
4,ng,1,2,1,1
4,ng,1,2,2,1
4,ng,1,2,3,1
4,ng,1,2,4,1
4,ng,1,2,5,1
4,ng,1,2,6,1
4,ng,1,2,7,1
4,ng,1,2,8,1
4,ng,1,2,9,1
4,ng,1,2,10,1
4,ng,1,2,11,1
4,ng,1,2,12,1
4,ng,1,2,13,1
4,ng,1,2,14,1
4,ng,1,2,15,1
4,ng,1,2,16,1
4,ng,1,2,17,1
4,ng,1,2,18,1
4,ng,1,2,19,1
4,ng,1,2,20,1
4,ng,1,2,21,1
4,ng,1,2,22,1
4,ng,1,2,23,1
4,ng,1,2,24,1
4,ng,1,2,25,1
4,ng,1,2,26,1
4,ng,1,2,27,1
4,ng,1,2,28,1
4,ng,1,2,29,1
4,ng,1,2,30,1
4,ng,1,2,31,1
4,ng,1,2,32,1
4,ng,2,1,0,1
4,ng,2,1,1,1
4,ng,2,1,2,1
4,ng,2,1,3,1
4,ng,2,1,4,1
4,ng,2,1,5,1
4,ng,2,1,6,1
4,ng,2,1,7,1
4,ng,2,1,8,1
4,ng,2,1,9,1
4,ng,2,1,10,1
4,ng,2,1,11,1
4,ng,2,1,12,1
4,ng,2,1,13,1
4,ng,2,1,14,1
4,ng,2,1,15,1
4,ng,2,1,16,1
4,ng,2,1,17,1
4,ng,2,1,18,1
4,ng,2,1,19,1
4,ng,2,1,20,1
4,ng,2,1,21,1
4,ng,2,1,22,1
4,ng,2,1,23,1
4,ng,2,1,24,1
4,ng,2,1,25,1
4,ng,2,1,26,1
4,ng,2,1,27,1
4,ng,2,1,28,1
4,ng,2,1,29,1
4,ng,2,1,30,1
4,ng,2,1,31,1
4,ng,2,1,32,1
4,ng,2,2,0,1
4,ng,2,2,1,1
4,ng,2,2,2,1
4,ng,2,2,3,1
4,ng,2,2,4,1
4,ng,2,2,5,1
4,ng,2,2,6,1
4,ng,2,2,7,1
4,ng,2,2,8,1
4,ng,2,2,9,1
4,ng,2,2,10,1
4,ng,2,2,11,1
4,ng,2,2,12,1
4,ng,2,2,13,1
4,ng,2,2,14,1
4,ng,2,2,15,1
4,ng,2,2,16,1
4,ng,2,2,17,1
4,ng,2,2,18,1
4,ng,2,2,19,1
4,ng,2,2,20,1
4,ng,2,2,21,1
4,ng,2,2,22,1
4,ng,2,2,23,1
4,ng,2,2,24,1
4,ng,2,2,25,1
4,ng,2,2,26,1
4,ng,2,2,27,1
4,ng,2,2,28,1
4,ng,2,2,29,1
4,ng,2,2,30,1
4,ng,2,2,31,1
4,ng,2,2,32,1
5,ng,1,1,0,1
5,ng,1,1,1,1
5,ng,1,1,2,1
5,ng,1,1,3,1
5,ng,1,1,4,1
5,ng,1,1,5,1
5,ng,1,1,6,1
5,ng,1,1,7,1
5,ng,1,1,8,1
5,ng,1,1,9,1
5,ng,1,1,10,1
5,ng,1,1,11,1
5,ng,1,1,12,1
5,ng,1,1,13,1
5,ng,1,1,14,1
5,ng,1,1,15,1
5,ng,1,1,16,1
5,ng,1,1,17,1
5,ng,1,1,18,1
5,ng,1,1,19,1
5,ng,1,1,20,1
5,ng,1,1,21,1
5,ng,1,1,22,1
5,ng,1,1,23,1
5,ng,1,1,24,1
5,ng,1,1,25,1
5,ng,1,1,26,1
5,ng,1,1,27,1
5,ng,1,1,28,1
5,ng,1,1,29,1
5,ng,1,1,30,1
5,ng,1,1,31,1
5,ng,1,1,32,1
5,ng,1,2,0,1
5,ng,1,2,1,1
5,ng,1,2,2,1
5,ng,1,2,3,1
5,ng,1,2,4,1
5,ng,1,2,5,1
5,ng,1,2,6,1
5,ng,1,2,7,1
5,ng,1,2,8,1
5,ng,1,2,9,1
5,ng,1,2,10,1
5,ng,1,2,11,1
5,ng,1,2,12,1
5,ng,1,2,13,1
5,ng,1,2,14,1
5,ng,1,2,15,1
5,ng,1,2,16,1
5,ng,1,2,17,1
5,ng,1,2,18,1
5,ng,1,2,19,1
5,ng,1,2,20,1
5,ng,1,2,21,1
5,ng,1,2,22,1
5,ng,1,2,23,1
5,ng,1,2,24,1
5,ng,1,2,25,1
5,ng,1,2,26,1
5,ng,1,2,27,1
5,ng,1,2,28,1
5,ng,1,2,29,1
5,ng,1,2,30,1
5,ng,1,2,31,1
5,ng,1,2,32,1
5,ng,2,1,0,1
5,ng,2,1,1,1
5,ng,2,1,2,1
5,ng,2,1,3,1
5,ng,2,1,4,1
5,ng,2,1,5,1
5,ng,2,1,6,1
5,ng,2,1,7,1
5,ng,2,1,8,1
5,ng,2,1,9,1
5,ng,2,1,10,1
5,ng,2,1,11,1
5,ng,2,1,12,1
5,ng,2,1,13,1
5,ng,2,1,14,1
5,ng,2,1,15,1
5,ng,2,1,16,1
5,ng,2,1,17,1
5,ng,2,1,18,1
5,ng,2,1,19,1
5,ng,2,1,20,1
5,ng,2,1,21,1
5,ng,2,1,22,1
5,ng,2,1,23,1
5,ng,2,1,24,1
5,ng,2,1,25,1
5,ng,2,1,26,1
5,ng,2,1,27,1
5,ng,2,1,28,1
5,ng,2,1,29,1
5,ng,2,1,30,1
5,ng,2,1,31,1
5,ng,2,1,32,1
5,ng,2,2,0,1
5,ng,2,2,1,1
5,ng,2,2,2,1
5,ng,2,2,3,1
5,ng,2,2,4,1
5,ng,2,2,5,1
5,ng,2,2,6,1
5,ng,2,2,7,1
5,ng,2,2,8,1
5,ng,2,2,9,1
5,ng,2,2,10,1
5,ng,2,2,11,1
5,ng,2,2,12,1
5,ng,2,2,13,1
5,ng,2,2,14,1
5,ng,2,2,15,1
5,ng,2,2,16,1
5,ng,2,2,17,1
5,ng,2,2,18,1
5,ng,2,2,19,1
5,ng,2,2,20,1
5,ng,2,2,21,1
5,ng,2,2,22,1
5,ng,2,2,23,1
5,ng,2,2,24,1
5,ng,2,2,25,1
5,ng,2,2,26,1
5,ng,2,2,27,1
5,ng,2,2,28,1
5,ng,2,2,29,1
5,ng,2,2,30,1
5,ng,2,2,31,1
5,ng,2,2,32,1
6,ng,1,1,0,1
6,ng,1,1,1,1
6,ng,1,1,2,1
6,ng,1,1,3,1
6,ng,1,1,4,1
6,ng,1,1,5,1
6,ng,1,1,6,1
6,ng,1,1,7,1
6,ng,1,1,8,1
6,ng,1,1,9,1
6,ng,1,1,10,1
6,ng,1,1,11,1
6,ng,1,1,12,1
6,ng,1,1,13,1
6,ng,1,1,14,1
6,ng,1,1,15,1
6,ng,1,1,16,1
6,ng,1,1,17,1
6,ng,1,1,18,1
6,ng,1,1,19,1
6,ng,1,1,20,1
6,ng,1,1,21,1
6,ng,1,1,22,1
6,ng,1,1,23,1
6,ng,1,1,24,1
6,ng,1,1,25,1
6,ng,1,1,26,1
6,ng,1,1,27,1
6,ng,1,1,28,1
6,ng,1,1,29,1
6,ng,1,1,30,1
6,ng,1,1,31,1
6,ng,1,1,32,1
6,ng,1,2,0,1
6,ng,1,2,1,1
6,ng,1,2,2,1
6,ng,1,2,3,1
6,ng,1,2,4,1
6,ng,1,2,5,1
6,ng,1,2,6,1
6,ng,1,2,7,1
6,ng,1,2,8,1
6,ng,1,2,9,1
6,ng,1,2,10,1
6,ng,1,2,11,1
6,ng,1,2,12,1
6,ng,1,2,13,1
6,ng,1,2,14,1
6,ng,1,2,15,1
6,ng,1,2,16,1
6,ng,1,2,17,1
6,ng,1,2,18,1
6,ng,1,2,19,1
6,ng,1,2,20,1
6,ng,1,2,21,1
6,ng,1,2,22,1
6,ng,1,2,23,1
6,ng,1,2,24,1
6,ng,1,2,25,1
6,ng,1,2,26,1
6,ng,1,2,27,1
6,ng,1,2,28,1
6,ng,1,2,29,1
6,ng,1,2,30,1
6,ng,1,2,31,1
6,ng,1,2,32,1
6,ng,2,1,0,1
6,ng,2,1,1,1
6,ng,2,1,2,1
6,ng,2,1,3,1
6,ng,2,1,4,1
6,ng,2,1,5,1
6,ng,2,1,6,1
6,ng,2,1,7,1
6,ng,2,1,8,1
6,ng,2,1,9,1
6,ng,2,1,10,1
6,ng,2,1,11,1
6,ng,2,1,12,1
6,ng,2,1,13,1
6,ng,2,1,14,1
6,ng,2,1,15,1
6,ng,2,1,16,1
6,ng,2,1,17,1
6,ng,2,1,18,1
6,ng,2,1,19,1
6,ng,2,1,20,1
6,ng,2,1,21,1
6,ng,2,1,22,1
6,ng,2,1,23,1
6,ng,2,1,24,1
6,ng,2,1,25,1
6,ng,2,1,26,1
6,ng,2,1,27,1
6,ng,2,1,28,1
6,ng,2,1,29,1
6,ng,2,1,30,1
6,ng,2,1,31,1
6,ng,2,1,32,1
6,ng,2,2,0,1
6,ng,2,2,1,1
6,ng,2,2,2,1
6,ng,2,2,3,1
6,ng,2,2,4,1
6,ng,2,2,5,1
6,ng,2,2,6,1
6,ng,2,2,7,1
6,ng,2,2,8,1
6,ng,2,2,9,1
6,ng,2,2,10,1
6,ng,2,2,11,1
6,ng,2,2,12,1
6,ng,2,2,13,1
6,ng,2,2,14,1
6,ng,2,2,15,1
6,ng,2,2,16,1
6,ng,2,2,17,1
6,ng,2,2,18,1
6,ng,2,2,19,1
6,ng,2,2,20,1
6,ng,2,2,21,1
6,ng,2,2,22,1
6,ng,2,2,23,1
6,ng,2,2,24,1
6,ng,2,2,25,1
6,ng,2,2,26,1
6,ng,2,2,27,1
6,ng,2,2,28,1
6,ng,2,2,29,1
6,ng,2,2,30,1
6,ng,2,2,31,1
6,ng,2,2,32,1
7,ng,1,1,0,1
7,ng,1,1,1,1
7,ng,1,1,2,1
7,ng,1,1,3,1
7,ng,1,1,4,1
7,ng,1,1,5,1
7,ng,1,1,6,1
7,ng,1,1,7,1
7,ng,1,1,8,1
7,ng,1,1,9,1
7,ng,1,1,10,1
7,ng,1,1,11,1
7,ng,1,1,12,1
7,ng,1,1,13,1
7,ng,1,1,14,1
7,ng,1,1,15,1
7,ng,1,1,16,1
7,ng,1,1,17,1
7,ng,1,1,18,1
7,ng,1,1,19,1
7,ng,1,1,20,1
7,ng,1,1,21,1
7,ng,1,1,22,1
7,ng,1,1,23,1
7,ng,1,1,24,1
7,ng,1,1,25,1
7,ng,1,1,26,1
7,ng,1,1,27,1
7,ng,1,1,28,1
7,ng,1,1,29,1
7,ng,1,1,30,1
7,ng,1,1,31,1
7,ng,1,1,32,1
7,ng,1,2,0,1
7,ng,1,2,1,1
7,ng,1,2,2,1
7,ng,1,2,3,1
7,ng,1,2,4,1
7,ng,1,2,5,1
7,ng,1,2,6,1
7,ng,1,2,7,1
7,ng,1,2,8,1
7,ng,1,2,9,1
7,ng,1,2,10,1
7,ng,1,2,11,1
7,ng,1,2,12,1
7,ng,1,2,13,1
7,ng,1,2,14,1
7,ng,1,2,15,1
7,ng,1,2,16,1
7,ng,1,2,17,1
7,ng,1,2,18,1
7,ng,1,2,19,1
7,ng,1,2,20,1
7,ng,1,2,21,1
7,ng,1,2,22,1
7,ng,1,2,23,1
7,ng,1,2,24,1
7,ng,1,2,25,1
7,ng,1,2,26,1
7,ng,1,2,27,1
7,ng,1,2,28,1
7,ng,1,2,29,1
7,ng,1,2,30,1
7,ng,1,2,31,1
7,ng,1,2,32,1
7,ng,2,1,0,1
7,ng,2,1,1,1
7,ng,2,1,2,1
7,ng,2,1,3,1
7,ng,2,1,4,1
7,ng,2,1,5,1
7,ng,2,1,6,1
7,ng,2,1,7,1
7,ng,2,1,8,1
7,ng,2,1,9,1
7,ng,2,1,10,1
7,ng,2,1,11,1
7,ng,2,1,12,1
7,ng,2,1,13,1
7,ng,2,1,14,1
7,ng,2,1,15,1
7,ng,2,1,16,1
7,ng,2,1,17,1
7,ng,2,1,18,1
7,ng,2,1,19,1
7,ng,2,1,20,1
7,ng,2,1,21,1
7,ng,2,1,22,1
7,ng,2,1,23,1
7,ng,2,1,24,1
7,ng,2,1,25,1
7,ng,2,1,26,1
7,ng,2,1,27,1
7,ng,2,1,28,1
7,ng,2,1,29,1
7,ng,2,1,30,1
7,ng,2,1,31,1
7,ng,2,1,32,1
7,ng,2,2,0,1
7,ng,2,2,1,1
7,ng,2,2,2,1
7,ng,2,2,3,1
7,ng,2,2,4,1
7,ng,2,2,5,1
7,ng,2,2,6,1
7,ng,2,2,7,1
7,ng,2,2,8,1
7,ng,2,2,9,1
7,ng,2,2,10,1
7,ng,2,2,11,1
7,ng,2,2,12,1
7,ng,2,2,13,1
7,ng,2,2,14,1
7,ng,2,2,15,1
7,ng,2,2,16,1
7,ng,2,2,17,1
7,ng,2,2,18,1
7,ng,2,2,19,1
7,ng,2,2,20,1
7,ng,2,2,21,1
7,ng,2,2,22,1
7,ng,2,2,23,1
7,ng,2,2,24,1
7,ng,2,2,25,1
7,ng,2,2,26,1
7,ng,2,2,27,1
7,ng,2,2,28,1
7,ng,2,2,29,1
7,ng,2,2,30,1
7,ng,2,2,31,1
7,ng,2,2,32,1
8,ng,1,1,0,1
8,ng,1,1,1,1
8,ng,1,1,2,1
8,ng,1,1,3,1
8,ng,1,1,4,1
8,ng,1,1,5,1
8,ng,1,1,6,1
8,ng,1,1,7,1
8,ng,1,1,8,1
8,ng,1,1,9,1
8,ng,1,1,10,1
8,ng,1,1,11,1
8,ng,1,1,12,1
8,ng,1,1,13,1
8,ng,1,1,14,1
8,ng,1,1,15,1
8,ng,1,1,16,1
8,ng,1,1,17,1
8,ng,1,1,18,1
8,ng,1,1,19,1
8,ng,1,1,20,1
8,ng,1,1,21,1
8,ng,1,1,22,1
8,ng,1,1,23,1
8,ng,1,1,24,1
8,ng,1,1,25,1
8,ng,1,1,26,1
8,ng,1,1,27,1
8,ng,1,1,28,1
8,ng,1,1,29,1
8,ng,1,1,30,1
8,ng,1,1,31,1
8,ng,1,1,32,1
8,ng,1,2,0,1
8,ng,1,2,1,1
8,ng,1,2,2,1
8,ng,1,2,3,1
8,ng,1,2,4,1
8,ng,1,2,5,1
8,ng,1,2,6,1
8,ng,1,2,7,1
8,ng,1,2,8,1
8,ng,1,2,9,1
8,ng,1,2,10,1
8,ng,1,2,11,1
8,ng,1,2,12,1
8,ng,1,2,13,1
8,ng,1,2,14,1
8,ng,1,2,15,1
8,ng,1,2,16,1
8,ng,1,2,17,1
8,ng,1,2,18,1
8,ng,1,2,19,1
8,ng,1,2,20,1
8,ng,1,2,21,1
8,ng,1,2,22,1
8,ng,1,2,23,1
8,ng,1,2,24,1
8,ng,1,2,25,1
8,ng,1,2,26,1
8,ng,1,2,27,1
8,ng,1,2,28,1
8,ng,1,2,29,1
8,ng,1,2,30,1
8,ng,1,2,31,1
8,ng,1,2,32,1
8,ng,2,1,0,1
8,ng,2,1,1,1
8,ng,2,1,2,1
8,ng,2,1,3,1
8,ng,2,1,4,1
8,ng,2,1,5,1
8,ng,2,1,6,1
8,ng,2,1,7,1
8,ng,2,1,8,1
8,ng,2,1,9,1
8,ng,2,1,10,1
8,ng,2,1,11,1
8,ng,2,1,12,1
8,ng,2,1,13,1
8,ng,2,1,14,1
8,ng,2,1,15,1
8,ng,2,1,16,1
8,ng,2,1,17,1
8,ng,2,1,18,1
8,ng,2,1,19,1
8,ng,2,1,20,1
8,ng,2,1,21,1
8,ng,2,1,22,1
8,ng,2,1,23,1
8,ng,2,1,24,1
8,ng,2,1,25,1
8,ng,2,1,26,1
8,ng,2,1,27,1
8,ng,2,1,28,1
8,ng,2,1,29,1
8,ng,2,1,30,1
8,ng,2,1,31,1
8,ng,2,1,32,1
8,ng,2,2,0,1
8,ng,2,2,1,1
8,ng,2,2,2,1
8,ng,2,2,3,1
8,ng,2,2,4,1
8,ng,2,2,5,1
8,ng,2,2,6,1
8,ng,2,2,7,1
8,ng,2,2,8,1
8,ng,2,2,9,1
8,ng,2,2,10,1
8,ng,2,2,11,1
8,ng,2,2,12,1
8,ng,2,2,13,1
8,ng,2,2,14,1
8,ng,2,2,15,1
8,ng,2,2,16,1
8,ng,2,2,17,1
8,ng,2,2,18,1
8,ng,2,2,19,1
8,ng,2,2,20,1
8,ng,2,2,21,1
8,ng,2,2,22,1
8,ng,2,2,23,1
8,ng,2,2,24,1
8,ng,2,2,25,1
8,ng,2,2,26,1
8,ng,2,2,27,1
8,ng,2,2,28,1
8,ng,2,2,29,1
8,ng,2,2,30,1
8,ng,2,2,31,1
8,ng,2,2,32,1
9,ng,1,1,0,1
9,ng,1,1,1,1
9,ng,1,1,2,1
9,ng,1,1,3,1
9,ng,1,1,4,1
9,ng,1,1,5,1
9,ng,1,1,6,1
9,ng,1,1,7,1
9,ng,1,1,8,1
9,ng,1,1,9,1
9,ng,1,1,10,1
9,ng,1,1,11,1
9,ng,1,1,12,1
9,ng,1,1,13,1
9,ng,1,1,14,1
9,ng,1,1,15,1
9,ng,1,1,16,1
9,ng,1,1,17,1
